id,Lot Area,Lot Config,Home Type,Roof Style,Foundation Type,Basement Area,Heating Type,Central Air,Rooms,Fireplaces,Garage Type,Fence Type,Year,Price,Satisfaction
p774,9750,FR2,Single Family,Gable,CBlock,1054,GasA,Y,6,0,Attchd,NA,2008,151000,1
p775,4060,Inside,Townhouse,Gable,PConc,1405,GasA,Y,5,0,Attchd,NA,2008,181000,8
p776,14100,Inside,Single Family,Gable,CBlock,728,GasA,Y,11,2,BuiltIn,GdWo,2008,381000,9
p777,11512,Corner,Single Family,Gable,CBlock,1019,GasA,Y,5,1,Basment,GdPrv,2008,177000,1
p778,9473,Inside,Single Family,Gable,PConc,1128,GasA,Y,7,1,Attchd,NA,2008,237000,4
p779,8700,Inside,Single Family,Hip,CBlock,1120,GasA,Y,6,0,Attchd,MnPrv,2008,155000,1
p780,63887,Corner,Single Family,Hip,PConc,6110,GasA,Y,12,3,Attchd,NA,2008,160000,4
p781,12000,Inside,Single Family,Gable,CBlock,924,GasA,Y,6,0,Attchd,GdWo,2008,147000,7
p782,7153,Inside,Single Family,Gable,CBlock,1278,GasA,Y,6,0,Attchd,GdWo,2008,179200,3
p783,11075,Inside,Single Family,Gable,CBlock,952,GasA,Y,9,2,Attchd,NA,2008,206900,1
p784,6627,Corner,Single Family,Hip,CBlock,0,Floor,N,4,0,Detchd,NA,2008,72500,10
p785,3636,Inside,Single Family,Gable,BrkTil,796,GasA,N,5,0,NA,MnPrv,2008,55000,6
p786,6600,Inside,Single Family,Gable,CBlock,816,GasA,Y,5,1,Attchd,MnPrv,2008,130500,10
p787,10440,Corner,Single Family,Gable,BrkTil,1510,GasW,Y,8,2,Detchd,MnPrv,2008,256000,3
p788,9246,Inside,Duplex,Gable,CBlock,1656,GasA,Y,8,0,Detchd,NA,2008,135000,7
p789,13695,Inside,Single Family,Gable,PConc,1114,GasA,Y,6,0,Detchd,NA,2008,155000,9
p790,5250,Inside,Single Family,Gable,BrkTil,684,OthW,N,8,0,NA,NA,2008,122000,2
p791,9247,Inside,Single Family,Gable,CBlock,858,GasA,Y,8,1,Attchd,NA,2008,171000,8
p792,10316,Inside,Single Family,Gable,PConc,992,GasA,Y,7,1,Attchd,NA,2008,235000,9
p793,9477,Corner,Single Family,Gable,CBlock,864,GasA,Y,5,0,Attchd,GdWo,2008,110000,3
p794,9842,Inside,Single Family,Gable,BrkTil,612,GasA,Y,8,0,BuiltIn,NA,2008,189000,4
p795,9179,Inside,Single Family,Gable,PConc,873,GasA,Y,7,0,Attchd,NA,2008,193000,7
p796,9600,Inside,Single Family,Hip,CBlock,992,GasA,Y,8,1,BuiltIn,MnPrv,2008,165500,1
p797,10625,Inside,Single Family,Gable,PConc,1026,GasA,Y,9,1,Attchd,NA,2008,250000,7
p798,6292,Inside,Single Family,Gable,BrkTil,768,GasA,N,4,0,Detchd,NA,2008,91000,1
p799,9735,Inside,Single Family,Gable,PConc,384,GasA,Y,7,0,BuiltIn,NA,2008,167500,4
p800,12925,Corner,Single Family,Gable,CBlock,1205,GasA,Y,7,2,Attchd,NA,2008,237500,4
p801,10800,Inside,Condo,Gable,BrkTil,482,GasA,N,7,1,Detchd,NA,2008,163000,7
p802,6000,Corner,Single Family,Gable,BrkTil,862,GasA,Y,5,1,BuiltIn,NA,2008,120000,1
p803,7415,Inside,Single Family,Gable,PConc,839,GasA,Y,8,1,Attchd,NA,2008,193000,2
p804,3842,Inside,Townhouse,Hip,PConc,1594,GasA,Y,5,1,Attchd,NA,2008,275000,7
p805,20544,CulDSac,Single Family,Gable,CBlock,791,GasA,Y,7,1,Attchd,MnPrv,2008,215000,10
p806,13053,Inside,Single Family,Gambrel,BrkTil,833,GasA,Y,8,1,Detchd,NA,2008,207000,9
p807,9204,Inside,Single Family,Gable,CBlock,1144,GasA,Y,6,0,Detchd,NA,2008,124000,4
p808,4435,Inside,Townhouse,Gable,PConc,848,GasA,Y,3,0,Attchd,NA,2008,136500,2
p809,10721,Inside,Single Family,Hip,CBlock,1252,GasA,Y,7,0,Detchd,NA,2008,142000,1
p810,10944,Inside,Single Family,Gable,PConc,1223,GasA,Y,5,2,Attchd,NA,2008,271000,6
p811,10930,Inside,Single Family,Gable,CBlock,913,GasA,Y,6,1,Attchd,NA,2008,140000,8
p812,10261,Inside,Single Family,Gable,PConc,936,GasA,Y,8,1,Attchd,NA,2008,186500,8
p813,8400,Inside,Single Family,Gable,CBlock,1319,GasA,Y,7,1,Attchd,GdPrv,2008,174000,4
p814,12444,FR2,Single Family,Hip,PConc,1932,GasA,Y,7,1,Attchd,NA,2008,394617,7
p815,11526,Inside,Single Family,Gable,BrkTil,588,GasA,Y,11,1,Detchd,NA,2008,191000,8
p816,4426,Inside,Townhouse,Gable,PConc,848,GasA,Y,3,1,Attchd,NA,2008,149300,7
p817,9937,Inside,Single Family,Gable,CBlock,1256,GasA,Y,6,0,Attchd,NA,2008,147500,5
p818,9600,FR2,Single Family,Gable,CBlock,1262,GasA,Y,6,1,Attchd,NA,2007,181500,5
p819,10084,Inside,Single Family,Gable,PConc,1686,GasA,Y,7,1,Attchd,NA,2007,307000,1
p820,10652,Inside,Single Family,Gable,PConc,1494,GasA,Y,7,1,Attchd,NA,2007,279500,4
p821,6120,Corner,Single Family,Gable,BrkTil,832,GasA,Y,5,0,Detchd,GdPrv,2007,132000,1
p822,7449,Inside,Single Family,Gable,PConc,637,GasA,Y,6,1,Attchd,GdPrv,2007,139400,2
p823,4224,Inside,Townhouse,Gable,PConc,1040,GasA,Y,6,1,Attchd,NA,2007,129900,3
p824,7313,Inside,Townhouse,Hip,PConc,1561,GasA,Y,6,1,Attchd,NA,2007,277500,9
p825,16905,Inside,Single Family,Gable,CBlock,1350,GasA,Y,5,2,Attchd,NA,2007,170000,8
p826,9180,CulDSac,Single Family,Gable,CBlock,840,GasA,Y,5,0,Attchd,MnPrv,2007,144000,9
p827,11096,Inside,Single Family,Gable,PConc,1656,GasA,Y,7,0,Attchd,NA,2007,249700,9
p828,7742,Inside,Single Family,Gable,CBlock,955,GasA,Y,6,0,Attchd,MnPrv,2007,127000,8
p829,13869,Corner,Single Family,Gable,PConc,794,GasA,Y,6,0,Attchd,NA,2007,177000,10
p830,7134,Inside,Single Family,Gable,CBlock,384,GasA,Y,6,1,Detchd,MnPrv,2007,130000,6
p831,7200,Inside,Single Family,Gable,BrkTil,530,GasA,N,6,0,Detchd,NA,2007,101000,10
p832,6442,Inside,Townhouse,Gable,PConc,1370,GasA,Y,6,1,Attchd,NA,2007,202500,7
p833,9591,Inside,Single Family,Gable,PConc,1143,GasA,Y,9,1,BuiltIn,NA,2007,317000,6
p834,10665,Inside,Single Family,Gable,PConc,1453,GasA,Y,7,0,Attchd,NA,2007,226000,4
p835,13651,Inside,Single Family,Gable,CBlock,2223,GasA,Y,8,2,Attchd,NA,2007,244000,1
p836,7599,Corner,Single Family,Gable,CBlock,845,GasA,Y,4,0,Detchd,NA,2007,129500,3
p837,8892,Inside,Single Family,Gable,CBlock,1065,GasA,Y,6,0,Detchd,NA,2007,126500,3
p838,8070,Inside,Single Family,Gable,PConc,990,GasA,Y,5,0,NA,NA,2007,123600,3
p839,7200,Corner,Condo,Hip,BrkTil,1214,GasW,N,9,1,Detchd,NA,2007,133900,8
p840,9337,Inside,Single Family,Gable,PConc,824,GasA,Y,7,0,Attchd,NA,2007,204750,5
p841,10921,Inside,Single Family,Hip,CBlock,960,GasA,Y,6,0,Attchd,NA,2007,94750,5
p842,7758,Corner,Single Family,Gable,PConc,1040,GasA,Y,7,2,Detchd,NA,2007,169500,6
p843,10800,Inside,Single Family,Mansard,BrkTil,641,GasA,Y,6,0,Detchd,NA,2007,100000,4
p844,8500,Corner,Single Family,Gable,CBlock,793,GasW,N,7,0,NA,NA,2007,115000,1
p845,9965,Inside,Single Family,Gable,PConc,1264,GasA,Y,10,1,BuiltIn,NA,2007,383970,1
p846,21000,Corner,Single Family,Hip,CBlock,1809,GasA,Y,7,2,Basment,MnPrv,2007,217000,4
p847,7259,Inside,Single Family,Gambrel,CBlock,1028,GasA,Y,9,1,Detchd,MnPrv,2007,259500,3
p848,3230,Corner,Townhouse,Gable,PConc,729,GasA,Y,5,1,Detchd,NA,2007,176000,9
p849,8536,Corner,Single Family,Gable,PConc,1125,GasA,Y,5,0,Attchd,NA,2007,155000,1
p850,6060,Inside,Single Family,Gable,PConc,732,GasA,Y,4,0,Detchd,MnPrv,2007,100000,9
p851,4928,Inside,Townhouse,Gable,CBlock,1078,GasA,Y,5,1,Attchd,NA,2007,128000,5
p852,4388,Inside,Single Family,Gable,BrkTil,672,GasA,Y,5,1,NA,NA,2007,87000,9
p853,7388,Corner,Single Family,Gable,CBlock,1063,GasA,Y,7,0,Detchd,NA,2007,150750,5
p854,10355,Corner,Single Family,Gable,CBlock,1214,GasA,Y,5,1,Attchd,NA,2007,143000,6
p855,10356,Corner,Single Family,Gable,CBlock,969,GasA,Y,5,0,Attchd,MnPrv,2007,122000,6
p856,5500,Inside,Single Family,Gable,CBlock,882,GasA,Y,4,0,NA,MnPrv,2007,103200,3
p857,5400,Corner,Single Family,Gable,BrkTil,1149,GasA,Y,5,0,Detchd,NA,2007,152000,6
p858,10562,Inside,Single Family,Gable,PConc,1582,GasA,Y,8,1,Attchd,NA,2007,325624,1
p859,8244,Inside,Single Family,Gable,PConc,840,GasA,Y,7,1,Attchd,NA,2007,183500,6
p860,12358,Inside,Single Family,Gable,CBlock,720,GasA,Y,7,0,Detchd,NA,2007,128500,5
p861,12615,Corner,Single Family,Gable,CBlock,1202,GasA,Y,7,1,Attchd,MnPrv,2007,243000,8
p862,10029,Corner,Single Family,Gable,PConc,1151,GasA,Y,8,1,Attchd,NA,2007,211000,4
p863,8520,Inside,Single Family,Gable,CBlock,968,GasA,Y,5,0,Detchd,NA,2007,100000,3
p864,2117,Inside,Townhouse,Gable,PConc,756,GasA,Y,5,1,Detchd,NA,2007,177000,10
p865,9060,Inside,Single Family,Hip,PConc,0,GasA,Y,7,1,Attchd,MnPrv,2007,120000,8
p866,10570,Inside,Single Family,Hip,CBlock,853,GasA,Y,10,2,Detchd,NA,2007,315000,7
p867,7472,CulDSac,Single Family,Gable,CBlock,725,GasA,Y,7,0,Attchd,NA,2007,184000,1
p868,9416,Inside,Single Family,Hip,PConc,1726,GasA,Y,8,1,Attchd,NA,2007,311872,3
p869,13673,CulDSac,Single Family,Gable,CBlock,1140,GasA,Y,8,1,Attchd,NA,2007,143900,10
p870,14364,Inside,Single Family,Gable,CBlock,1157,GasA,Y,7,1,Attchd,NA,2007,277000,5
p871,9950,Inside,Single Family,Gable,PConc,1203,GasA,Y,9,1,Attchd,NA,2007,290000,2
p872,12030,Inside,Single Family,Hip,PConc,1694,GasA,Y,7,0,Attchd,NA,2007,318000,10
p873,3880,Inside,Single Family,Gable,CBlock,686,GasA,Y,4,0,NA,NA,2007,110500,1
p874,11317,Inside,Single Family,Gable,PConc,840,GasA,Y,8,0,Attchd,NA,2007,180000,6
p875,159000,CulDSac,Single Family,Gable,CBlock,1444,GasA,Y,7,2,Attchd,NA,2007,277000,6
p876,4750,Inside,Townhouse,Hip,PConc,1573,GasA,Y,5,1,Attchd,NA,2007,235000,7
p877,9350,Inside,Single Family,Hip,CBlock,1302,GasA,Y,7,0,Attchd,MnPrv,2007,158000,3
p878,9588,Inside,Single Family,Gable,PConc,1482,GasA,Y,10,1,BuiltIn,NA,2007,276000,1
p879,7917,Corner,Single Family,Hip,CBlock,1143,GasA,Y,6,1,Attchd,GdPrv,2007,148000,2
p880,8314,Corner,Single Family,Gable,CBlock,816,GasA,Y,5,0,Attchd,NA,2007,124500,3
p881,14450,Inside,Single Family,Gable,PConc,2121,GasA,Y,8,1,Attchd,NA,2007,415298,7
p882,11287,Inside,Single Family,Gable,CBlock,807,GasA,Y,7,1,Attchd,NA,2007,228500,8
p883,8012,Inside,Townhouse,Gable,PConc,1575,GasA,Y,5,0,Attchd,NA,2007,179200,9
p884,4251,Inside,Townhouse,Gable,PConc,625,GasA,Y,5,0,Detchd,NA,2007,164700,9
p885,8730,Inside,Single Family,Gable,BrkTil,698,GasA,Y,7,0,Detchd,NA,2007,153575,3
p886,13710,Inside,Single Family,Gable,CBlock,910,GasA,Y,6,0,Attchd,MnPrv,2007,152000,8
p887,7399,Inside,Single Family,Hip,PConc,975,GasA,Y,7,1,Detchd,NA,2007,239000,2
p888,11700,Inside,Single Family,Mansard,CBlock,702,GasA,Y,7,1,Attchd,NA,2007,175000,3
p889,16226,Inside,Single Family,Gable,PConc,1028,GasA,Y,9,1,BuiltIn,NA,2007,267000,5
p890,10386,Inside,Single Family,Gable,PConc,2000,GasA,Y,8,0,Attchd,NA,2007,305900,4
p891,13474,Inside,Single Family,Gable,CBlock,700,GasA,Y,8,1,Attchd,NA,2007,225000,3
p892,9000,Inside,Single Family,Gable,PConc,1088,GasA,Y,8,1,Attchd,NA,2007,270000,9
p893,12099,Inside,Single Family,Gable,PConc,1136,GasA,Y,10,1,BuiltIn,NA,2007,354000,2
p894,10380,Inside,Single Family,Gable,CBlock,1502,GasA,Y,8,1,Attchd,MnPrv,2007,301000,1
p895,5000,Inside,Single Family,Gable,CBlock,720,GasA,N,5,0,Detchd,NA,2007,87000,1
p896,10624,Inside,Duplex,Gable,CBlock,1728,GasA,Y,10,0,Detchd,NA,2007,119000,9
p897,8176,Inside,Single Family,Gable,CBlock,1056,GasA,Y,6,0,Attchd,NA,2007,139000,6
p898,14157,Corner,Single Family,Hip,PConc,1922,GasA,Y,8,1,Attchd,NA,2007,377426,5
p899,12772,CulDSac,Single Family,Hip,CBlock,958,GasA,Y,5,0,Attchd,NA,2007,151500,1
p900,7820,Inside,Townhouse,Hip,PConc,1869,GasA,Y,6,1,Attchd,NA,2007,318061,1
p901,11249,Inside,Single Family,Gable,PConc,1200,GasA,Y,6,0,Attchd,NA,2007,177500,7
p902,4224,Inside,Townhouse,Gable,PConc,1142,GasA,Y,6,1,Attchd,MnPrv,2007,134000,2
p903,7540,CulDSac,Single Family,Gable,CBlock,888,GasA,Y,5,1,Attchd,MnPrv,2007,156000,1
p904,8200,Inside,Single Family,Gable,PConc,847,GasA,Y,8,1,BuiltIn,NA,2007,219500,10
p905,11143,Corner,Single Family,Gable,PConc,1580,GasA,Y,8,1,Attchd,NA,2007,340000,4
p906,9245,Inside,Single Family,Gable,PConc,939,GasA,Y,8,0,Attchd,NA,2007,213500,9
p907,53107,Corner,Single Family,Gable,PConc,1580,GasA,Y,9,2,Attchd,NA,2007,240000,2
p908,8339,Inside,Single Family,Gable,Slab,0,GasA,Y,5,0,Attchd,MnPrv,2007,106500,9
p909,10134,Inside,Single Family,Gable,CBlock,735,GasA,Y,5,0,Detchd,NA,2007,109000,4
p910,7590,Inside,Single Family,Gable,CBlock,864,GasA,Y,8,1,Attchd,NA,2007,169500,1
p911,8967,Corner,Single Family,Gable,BrkTil,961,GasA,Y,6,0,Detchd,NA,2007,67000,3
p912,10364,Inside,Single Family,Gable,PConc,806,GasA,Y,7,1,BuiltIn,NA,2007,168000,6
p913,14154,Corner,Single Family,Gable,PConc,1063,GasA,Y,9,1,Attchd,NA,2007,280000,5
p914,8899,Inside,Single Family,Gable,PConc,1340,GasA,Y,6,0,Attchd,NA,2007,181134,10
p915,22420,Inside,Single Family,Hip,BrkTil,1370,GasW,N,10,1,Detchd,NA,2007,239000,6
p916,8160,Inside,Single Family,Gable,BrkTil,756,GasA,N,7,0,Detchd,NA,2007,126000,5
p917,6762,Inside,Single Family,Gable,PConc,1208,GasA,Y,6,0,Attchd,NA,2007,195400,10
p918,1920,Inside,Townhouse,Gable,CBlock,765,GasA,Y,6,0,Detchd,NA,2007,122500,6
p919,4280,Inside,Single Family,Gable,PConc,440,GasA,N,4,1,Detchd,MnPrv,2007,90350,8
p920,3922,Inside,Townhouse,Gable,PConc,1258,GasA,Y,6,1,Attchd,NA,2007,172500,7
p921,6000,Inside,Single Family,Gable,CBlock,649,GasA,Y,6,0,Detchd,NA,2007,120000,2
p922,9303,Corner,Single Family,Hip,PConc,872,GasA,Y,7,0,Attchd,NA,2007,204000,6
p923,9600,Inside,Single Family,Hip,CBlock,1242,GasA,Y,6,1,Attchd,NA,2007,175500,1
p924,10628,Inside,Single Family,Flat,CBlock,1277,GasA,Y,5,1,Attchd,GdWo,2007,167000,2
p925,9480,Inside,Single Family,Gable,CBlock,728,GasA,Y,7,2,Attchd,NA,2007,146500,3
p926,11428,Inside,Single Family,Gable,PConc,1626,GasA,Y,7,1,Attchd,NA,2007,250000,1
p927,11952,Inside,Single Family,Mansard,CBlock,808,GasA,Y,8,1,Attchd,NA,2007,190000,7
p928,14977,Inside,Single Family,Gable,PConc,1976,GasA,Y,7,1,Attchd,NA,2007,440000,10
p929,5330,Inside,Townhouse,Gable,PConc,1494,GasA,Y,6,0,Attchd,NA,2007,251000,1
p930,8480,Corner,Single Family,Hip,CBlock,970,GasA,Y,5,0,Detchd,NA,2007,132500,5
p931,13693,Inside,Single Family,Hip,PConc,2153,GasA,Y,9,1,BuiltIn,NA,2007,380000,8
p932,5925,Inside,Single Family,Hip,BrkTil,907,GasA,Y,7,0,Detchd,MnPrv,2007,89471,5
p933,7758,Corner,Single Family,Gable,CBlock,999,GasA,Y,6,0,Detchd,NA,2007,132500,4
p934,10289,Inside,Single Family,Hip,CBlock,1073,GasA,Y,6,0,Attchd,NA,2007,156000,9
p935,12243,Inside,Single Family,Gable,CBlock,1484,GasA,Y,7,1,Attchd,NA,2007,175000,9
p936,12692,Inside,Single Family,Hip,PConc,3200,GasA,Y,10,1,Attchd,NA,2007,430000,7
p937,7535,Inside,Single Family,Gable,CBlock,912,GasA,Y,5,0,Attchd,MnWw,2007,120000,10
p938,1890,Inside,Townhouse,Gable,CBlock,672,GasA,Y,7,0,Detchd,NA,2007,113000,4
p939,9170,Corner,Single Family,Hip,CBlock,1214,GasA,Y,6,0,Detchd,GdPrv,2007,140000,5
p940,9187,Corner,Single Family,Gable,PConc,1084,GasA,Y,5,0,Attchd,NA,2007,134000,2
p941,10594,Inside,Single Family,Gable,BrkTil,768,Grav,N,5,0,Detchd,MnPrv,2007,96500,7
p942,9531,CulDSac,Single Family,Gable,PConc,794,GasA,Y,7,0,Attchd,MnPrv,2007,211000,2
p943,11988,Corner,Single Family,Gable,CBlock,1244,GasA,Y,6,2,Attchd,NA,2007,150000,10
p944,40094,Inside,Single Family,Hip,PConc,3138,GasA,Y,11,1,BuiltIn,NA,2007,184750,2
p945,11787,Inside,Single Family,Gable,PConc,1379,GasA,Y,8,1,Attchd,NA,2007,315750,3
p946,13300,Inside,Single Family,Hip,CBlock,928,GasA,Y,4,0,Attchd,NA,2007,132000,6
p947,9098,Inside,Single Family,Gable,BrkTil,528,GasA,Y,5,0,NA,NA,2007,86000,9
p948,32668,CulDSac,Single Family,Hip,PConc,2035,GasA,Y,9,2,Attchd,NA,2007,200624,4
p949,5000,Inside,Single Family,Gable,Slab,0,GasA,N,2,0,NA,NA,2007,39300,1
p950,11000,FR2,Single Family,Gable,PConc,969,GasA,Y,8,1,BuiltIn,NA,2007,248000,4
p951,4058,Inside,Townhouse,Gable,PConc,723,GasA,Y,4,0,Attchd,NA,2007,133000,8
p952,8737,Inside,Single Family,Gable,BrkTil,1065,GasA,Y,6,1,Detchd,NA,2007,210000,6
p953,7244,Inside,Single Family,Gable,CBlock,768,GasA,Y,5,0,Detchd,NA,2007,129500,8
p954,9967,Inside,Single Family,Gable,PConc,384,GasA,Y,8,1,BuiltIn,NA,2007,170000,1
p955,10500,FR2,Single Family,Gambrel,CBlock,372,GasA,Y,5,0,BuiltIn,GdWo,2007,139000,8
p956,14585,CulDSac,Single Family,Gable,CBlock,1144,GasA,Y,7,2,Attchd,NA,2007,181900,8
p957,11841,Inside,Duplex,Gable,CBlock,816,GasA,Y,5,0,NA,NA,2007,118500,4
p958,3922,Inside,Townhouse,Gable,PConc,1258,GasA,Y,7,1,Attchd,NA,2007,194201,5
p959,9000,Inside,Single Family,Gable,PConc,780,GasA,Y,6,1,Detchd,NA,2007,141000,2
p960,12168,Inside,Single Family,Gable,PConc,965,GasA,Y,10,2,Basment,NA,2007,359100,6
p961,7943,Inside,Single Family,Gable,CBlock,1029,GasA,Y,5,0,Attchd,NA,2007,118500,9
p962,10395,FR2,Single Family,Gable,CBlock,1032,GasA,Y,6,1,Attchd,MnPrv,2007,148000,10
p963,8402,Inside,Single Family,Gable,PConc,1120,GasA,Y,6,0,NA,NA,2007,147000,6
p964,11694,Inside,Single Family,Hip,PConc,1822,GasA,Y,9,1,Attchd,NA,2007,314813,8
p965,2117,Inside,Townhouse,Gable,PConc,756,GasA,Y,4,1,Detchd,NA,2007,168500,6
p966,12342,Inside,Single Family,Hip,CBlock,978,GasA,Y,6,1,Attchd,GdWo,2007,139900,3
p967,11606,Inside,Single Family,Gable,PConc,1040,GasA,Y,9,2,Attchd,NA,2007,135000,5
p968,4590,Inside,Townhouse,Gable,PConc,1554,GasA,Y,6,1,Attchd,NA,2007,209500,9
p969,9250,Corner,Single Family,Gable,CBlock,1056,GasA,Y,6,0,Attchd,NA,2007,139400,9
p970,10896,Inside,Condo,Hip,CBlock,1440,GasA,Y,14,0,NA,NA,2007,200000,7
p971,7050,Inside,Single Family,Gable,PConc,1057,GasA,Y,7,1,Attchd,NA,2007,226000,8
p972,10793,Inside,Single Family,Mansard,CBlock,780,GasA,Y,7,0,Attchd,GdWo,2007,152000,1
p973,10530,Corner,Single Family,Hip,CBlock,981,GasA,Y,5,0,Detchd,NA,2007,143250,9
p974,1936,Inside,Townhouse,Gable,CBlock,630,GasA,Y,3,0,NA,MnPrv,2007,84500,6
p975,12384,CulDSac,Single Family,Gable,CBlock,793,GasA,Y,7,1,Attchd,NA,2007,197900,9
p976,18450,Inside,Single Family,Flat,CBlock,1021,GasA,Y,7,1,CarPort,NA,2007,129000,4
p977,14442,Inside,Single Family,Hip,PConc,1477,GasA,Y,7,2,Attchd,NA,2007,257500,7
p978,9945,Inside,Single Family,Hip,CBlock,988,GasA,Y,5,0,Detchd,NA,2007,128500,8
p979,11248,Corner,Single Family,Hip,PConc,1626,GasA,Y,7,1,Attchd,NA,2007,285000,2
p980,5062,CulDSac,Townhouse,Gable,CBlock,1190,GasA,Y,6,1,Attchd,NA,2007,207500,6
p981,10207,Inside,Single Family,Gable,PConc,874,GasA,Y,7,0,Attchd,NA,2007,227875,7
p982,5105,FR2,Townhouse,Gable,PConc,551,GasA,Y,4,0,Detchd,NA,2007,148800,2
p983,8089,Inside,Single Family,Gable,PConc,1419,GasA,Y,7,1,Attchd,NA,2007,392000,10
p984,7577,Corner,Townhouse,Gable,PConc,1362,GasA,Y,6,1,Attchd,NA,2007,194700,1
p985,21535,Corner,Single Family,Gable,PConc,2444,GasA,Y,10,2,Attchd,NA,2007,755000,4
p986,115149,CulDSac,Single Family,Gable,CBlock,1643,GasA,Y,5,2,Attchd,NA,2007,302000,5
p987,9018,Inside,Single Family,Hip,PConc,728,GasA,Y,8,1,Attchd,NA,2007,179540,10
p988,10800,Inside,Single Family,Gable,BrkTil,718,GasA,Y,8,0,Detchd,NA,2007,159500,6
p989,9590,Corner,Single Family,Gable,PConc,868,GasA,Y,6,1,Attchd,NA,2007,187500,1
p990,8978,Corner,Single Family,Gable,PConc,948,GasA,Y,6,0,Attchd,NA,2007,108000,4
p991,9600,Inside,Single Family,Gable,BrkTil,264,GasA,Y,7,0,Detchd,GdPrv,2007,132000,8
p992,8450,Inside,Single Family,Gable,PConc,1349,GasA,Y,6,0,Attchd,GdPrv,2007,179000,5
p993,7750,Inside,Single Family,Gable,PConc,660,GasA,Y,6,0,Attchd,NA,2007,162000,1
p994,12257,Inside,Single Family,Gable,PConc,1318,GasA,Y,9,1,Attchd,NA,2007,290000,6
p995,10150,Inside,Single Family,Gable,CBlock,912,GasA,Y,5,0,Attchd,NA,2007,114500,8
p996,14226,Corner,Single Family,Hip,PConc,1935,GasA,Y,9,1,Attchd,NA,2007,395000,5
p997,8400,Inside,Duplex,Gable,Slab,0,GasA,Y,10,2,Detchd,NA,2007,144000,2
p998,7875,Inside,Single Family,Gable,PConc,1237,GasA,Y,6,1,Attchd,NA,2007,176000,2
p999,12205,Inside,Single Family,Gable,CBlock,832,GasA,Y,9,0,Attchd,NA,2007,187500,9
p1000,11333,Corner,Single Family,Gable,PConc,1029,GasA,Y,5,2,Attchd,NA,2007,146800,8
p1001,9920,CulDSac,Single Family,Gable,PConc,1117,GasA,Y,8,1,Attchd,NA,2007,269790,5
p1002,9158,Inside,Single Family,Gable,PConc,1496,GasA,Y,7,0,Attchd,NA,2007,225000,10
p1003,8197,Inside,Single Family,Gable,CBlock,660,GasA,Y,7,1,Attchd,MnPrv,2007,143500,5
p1004,7200,Corner,Single Family,Gable,BrkTil,731,GasA,Y,7,2,Detchd,MnPrv,2007,175000,6
p1005,4800,Inside,Single Family,Gable,CBlock,1196,GasA,Y,5,0,Detchd,NA,2007,109900,3
p1006,9750,Inside,Single Family,Gable,CBlock,1442,GasA,Y,7,0,Attchd,NA,2007,157900,7
p1007,12394,Corner,Single Family,Gable,PConc,847,GasA,Y,7,1,BuiltIn,NA,2007,225000,2
p1008,8100,Inside,Single Family,Gable,BrkTil,1559,GasA,Y,5,0,Detchd,GdWo,2007,153500,6
p1009,8000,Corner,Duplex,Gable,CBlock,1800,GasA,N,10,0,NA,NA,2007,141000,3
p1010,16647,CulDSac,Single Family,Gable,CBlock,1390,GasA,Y,6,2,Basment,NA,2007,171000,2
p1011,9600,FR2,Single Family,Hip,CBlock,528,GasA,Y,7,1,Attchd,NA,2007,187000,1
p1012,4435,Inside,Townhouse,Gable,PConc,848,GasA,Y,3,0,Attchd,NA,2007,131500,8
p1013,7128,Inside,Single Family,Gable,CBlock,918,GasA,Y,7,2,Detchd,MnPrv,2007,164000,4
p1014,7642,Corner,Single Family,Gable,BrkTil,912,GasA,Y,7,1,Detchd,GdPrv,2007,189950,9
p1015,10656,Inside,Single Family,Gable,PConc,1638,GasA,Y,6,1,Attchd,NA,2007,248900,2
p1016,6970,Corner,Single Family,Gable,CBlock,1040,GasA,Y,5,0,Attchd,NA,2007,129000,4
p1017,9000,Inside,Single Family,Gable,PConc,1184,GasA,Y,11,1,BuiltIn,NA,2007,303477,8
p1018,25286,Inside,Single Family,Gable,PConc,1064,GasA,Y,5,0,Attchd,NA,2007,132250,3
p1019,7024,Inside,Single Family,Gable,PConc,1090,GasA,Y,5,0,Attchd,NA,2007,157000,10
p1020,13758,CulDSac,Single Family,Gable,CBlock,1156,GasA,Y,7,1,Attchd,NA,2007,187500,6
p1021,15865,Inside,Single Family,Flat,PConc,2217,GasA,Y,8,1,Attchd,NA,2007,268000,7
p1022,8064,Corner,Single Family,Gable,CBlock,672,GasA,Y,6,1,Detchd,MnPrv,2007,122900,1
p1023,7340,Inside,Single Family,Gable,CBlock,858,GasA,Y,4,0,Detchd,NA,2007,110000,6
p1024,6173,Inside,Single Family,Gable,CBlock,876,GasA,Y,6,0,Attchd,MnPrv,2007,125500,3
p1025,13501,Corner,Single Family,Gable,PConc,1623,GasA,Y,8,1,Attchd,NA,2007,255000,8
p1026,6270,Inside,Duplex,Gable,CBlock,1001,GasA,N,8,0,2Types,NA,2007,145000,10
p1027,2001,Inside,Townhouse,Gable,CBlock,546,GasA,Y,6,0,Attchd,NA,2007,75000,8
p1028,13125,Corner,Single Family,Gable,PConc,1104,GasA,Y,8,1,Attchd,GdPrv,2007,238000,5
p1029,8462,Inside,Single Family,Gable,PConc,928,GasA,Y,7,0,Attchd,NA,2007,201000,6
p1030,11999,Inside,Single Family,Hip,PConc,1181,GasA,Y,10,1,BuiltIn,NA,2007,285000,2
